Text,Language
ಓದಿ ನೀವು ಇದನ್ನು?,Kannada
ಇದು ಹೃದಯ ನನ್ನ,Kannada
ನಿಮಗೆ ನಾನು?,Kannada
ಈ ಪುಸ್ತಕ!,Kannada
ಏನು ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ!,Kannada
ನಾನು ನಿಮಗೆ ಬರೆದಿದೆ!,Kannada
ನನ್ನ ಮನೆಯ,Kannada
ಹೇಳಿದನು ನಾನು,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ?,Kannada
ನಾನು ಹೋಗುವುದಿಲ್ಲ!,Kannada
ನೀವು ನಾನು,Kannada
ನಾನು ನಿನ್ನನ್ನು,Kannada
ಅದು ನನಗೆ!,Kannada
ನನಗೆ ನಾನು,Kannada
ಈ ಪುಸ್ತಕಗಳು,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ?,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ!,Kannada
ನಾನು ಅವನಿಗೆ?,Kannada
ಹೇಳುವ ನಾನು!,Kannada
ನಾನು ಎಂದು ನೀವು,Kannada
ನೀವು ಬಗ್ಗೆ ಈ?,Kannada
ನಾನು ಹೇಳಿದನು!,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ?,Kannada
ನನ್ನನ್ನು ನೀವು,Kannada
ನಾನು ಆನು,Kannada
ನಾನು ಆನು?,Kannada
ಅಲ್ಲಿ ನೀವು,Kannada
ನೀವು ಏನು!,Kannada
ಅವನಿಗೆ ನಾನು?,Kannada
ಹೋಗಿ ನೀವು?,Kannada
ಕನ್ನಡವೇನು?,Kannada
ಕನ್ನಡ ಒಂದು ಇದು ಸಂದೇಶ,Kannada
ಬಂದು ನಾನು ಮತ್ತೆ!,Kannada
ಕನ್ನಡ ಭಾಷೆ!,Kannada
ಪಾಠ ಒಂದು ಕನ್ನಡ ಈ,Kannada
ಹೇಗಿದ್ದೀರ ನೀವು!,Kannada
ಇದು ಪ್ರಯೋಗ ಒಂದು?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ,Kannada
ಪ್ರಕಾರ ನನ್ನ ಇದು?,Kannada
ನಾವು ಯಾಕೆ,Kannada
ನಾನು ಏಕೆಂದರೆ,Kannada
ಓದಿ ಇದನ್ನು ನೀವು?,Kannada
ಇದು ನನ್ನ ಹೃದಯ!,Kannada
ಈ ಪುಸ್ತಕ,Kannada
ಏನು ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು,Kannada
ನಾನು ಬರೆದಿದೆ ನಿಮಗೆ!,Kannada
ನನ್ನ ಮನೆಯ!,Kannada
ಹೇಳಿದನು ನಾನು!,Kannada
ನನ್ನ ಗೆಳೆಯ ಅವನು!,Kannada
ಹೋಗುವುದಿಲ್ಲ ನಾನು!,Kannada
ನೀವು ನಾನು?,Kannada
ನಾನು ನಿನ್ನನ್ನು!,Kannada
ಅದು ನನಗೆ?,Kannada
ಪುಸ್ತಕಗಳು ಈ!,Kannada
ಬರೆದ ನಾನು,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ?,Kannada
ನೀವು ಆನು,Kannada
ನಾನು ಹೋಗಿ,Kannada
ಎಂದು ನೀವು ನಾನು?,Kannada
ನೀವು ಬಗ್ಗೆ ಈ!,Kannada
ನಾನು ಹೇಳಿದನು,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ,Kannada
ನಾನು ಆನು!,Kannada
ಏನು ನೀವು?,Kannada
ನಾನು ಅವನಿಗೆ,Kannada
ಹೋಗಿ ನೀವು,Kannada
ಸಂದೇಶ ಒಂದು ಇದು ಕನ್ನಡ,Kannada
ಬಂದು ನಾನು ಮತ್ತೆ,Kannada
ನಮಸ್ಕಾರ!,Kannada
ಒಂದು ಈ ಕನ್ನಡ ಪಾಠ,Kannada
ಒಂದು ಪ್ರಯೋಗ ಇದು?,Kannada
ನಾವು ಯಾಕೆ!,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ?,Kannada
ಏಕೆಂದರೆ ನಾನು,Kannada
ನೀವು ಇದನ್ನು ಓದಿ!,Kannada
ಹೃದಯ ಇದು ನನ್ನ!,Kannada
ನಿಮಗೆ ನಾನು,Kannada
ನೀವು ಏನು ಮಾಡುತ್ತಿರುವಿರಿ,Kannada
ನಿಮಗೆ ಬರೆದಿದೆ ನಾನು?,Kannada
ಮನೆಯ ನನ್ನ,Kannada
ನನ್ನ ಗೆಳೆಯ ಅವನು,Kannada
ನಾನು ಹೋಗುವುದಿಲ್ಲ?,Kannada
ನಾನು ನೀವು!,Kannada
ಅದು ನನಗೆ,Kannada
ನನಗೆ ನಾನು!,Kannada
ನಾನು ಬರೆದ!,Kannada
ಪಾಲಿಗೆ ನಿಮ್ಮ!,Kannada
ನಾನು ಕೇಳುತ್ತೇನೆ,Kannada
ನಾನು ಅವನಿಗೆ!,Kannada
ಆನು ನೀವು,Kannada
ಹೇಳುವ ನಾನು?,Kannada
ಹೋಗಿ ನಾನು?,Kannada
ನೀವು ಎಂದು ನಾನು?,Kannada
ಬಗ್ಗೆ ಈ ನೀವು,Kannada
ಅವನನ್ನು ಅವನು?,Kannada
ನನ್ನನ್ನು ನೀವು?,Kannada
ನೀವು ನನಗೆ?,Kannada
ನೀವು ಅಲ್ಲಿ!,Kannada
ನಾನು ಅಲ್ಲಿ,Kannada
ನೀವು ಹೋಗಿ,Kannada
ಮತ್ತೆ ಬಂದು ನಾನು,Kannada
ಭಾಷೆ ಕನ್ನಡ,Kannada
ಒಂದು ಕನ್ನಡ ಪಾಠ ಈ?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ?,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ,Kannada
ಏಕೆಂದರೆ ನಾನು?,Kannada
ಸಂತೋಷವಂತು ನಾನು!,Kannada
ನೀವು ಓದಿ ಇದನ್ನು!,Kannada
ಪುಸ್ತಕ ಈ!,Kannada
ಏನು ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು!,Kannada
ಬರೆದಿದೆ ನಿಮಗೆ ನಾನು,Kannada
ನನ್ನ ಮನೆಯ?,Kannada
ಅವನು ನನ್ನ ಗೆಳೆಯ,Kannada
ನಾನು ನೀವು?,Kannada
ನಾನು ನಿನ್ನನ್ನು?,Kannada
ನನಗೆ ಅದು,Kannada
ನಾನು ನನಗೆ,Kannada
ಈ ಪುಸ್ತಕಗಳು?,Kannada
ಪಾಲಿಗೆ ನಿಮ್ಮ?,Kannada
ಆನು ನೀವು!,Kannada
ನಾನು ಹೇಳುವ?,Kannada
ನಾನು ನೀವು ಎಂದು!,Kannada
ಮಾಡಿದ್ದೇನೆ ನಾನು,Kannada
ನೀವು ನನ್ನನ್ನು?,Kannada
ನನಗೆ ನೀವು,Kannada
ಆನು ನಾನು!,Kannada
ಅಲ್ಲಿ ನಾನು?,Kannada
ಸಂದೇಶ ಒಂದು ಇದು ಕನ್ನಡ!,Kannada
ಮತ್ತೆ ನಾನು ಬಂದು?,Kannada
ನಮಸ್ಕಾರ?,Kannada
ಭಾಷೆ ಕನ್ನಡ!,Kannada
ಈ ಒಂದು ಪಾಠ ಕನ್ನಡ!,Kannada
ಒಂದು ಇದು ಪ್ರಯೋಗ?,Kannada
ಇದು ನನ್ನ ಪ್ರಕಾರ,Kannada
ನಾವು ಯಾಕೆ?,Kannada
ಪ್ರೀತಿಸುತ್ತೇನೆ ನಾನು?,Kannada
ಓದಿ ನೀವು ಇದನ್ನು,Kannada
ನಿಮಗೆ ನಾನು!,Kannada
ಬರೆದಿದೆ ನಾನು ನಿಮಗೆ?,Kannada
ಗೆಳೆಯ ನನ್ನ ಅವನು?,Kannada
ನಾನು ನೀವು,Kannada
ನಿನ್ನನ್ನು ನಾನು!,Kannada
ನಾನು ನನಗೆ!,Kannada
ನಾನು ಬರೆದ?,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ!,Kannada
ನಾನು ಎಂದು ನೀವು!,Kannada
ಈ ಬಗ್ಗೆ ನೀವು?,Kannada
ಅವನನ್ನು ಅವನು,Kannada
ನಾನು ಮಾಡಿದ್ದೇನೆ!,Kannada
ನೀವು ನನಗೆ!,Kannada
ನಾನು ಅಲ್ಲಿ?,Kannada
ನೀವು ಹೋಗಿ?,Kannada
ಇದು ಸಂದೇಶ ಒಂದು ಕನ್ನಡ?,Kannada
ನಾನು ಮತ್ತೆ ಬಂದು?,Kannada
ಕನ್ನಡ ಭಾಷೆ?,Kannada
ಈ ಕನ್ನಡ ಒಂದು ಪಾಠ?,Kannada
ನೀವು ಹೇಗಿದ್ದೀರ,Kannada
ಚೆನ್ನಾಗಿದ್ದೇನೆ ನಾನು?,Kannada
ನನ್ನ ಇದು ಪ್ರಕಾರ!,Kannada
ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ!,Kannada
ನಾನು ಸಂತೋಷವಂತು?,Kannada
ಇದನ್ನು ನೀವು ಓದಿ,Kannada
ಹೃದಯ ನನ್ನ ಇದು?,Kannada
ನಾನು ನಿಮಗೆ,Kannada
ಏನು ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ,Kannada
ನಿಮಗೆ ನಾನು ಬರೆದಿದೆ?,Kannada
ಮನೆಯ ನನ್ನ?,Kannada
ಅವನು ಗೆಳೆಯ ನನ್ನ,Kannada
ನಿನ್ನನ್ನು ನಾನು,Kannada
ನನಗೆ ಅದು!,Kannada
ನನಗೆ ನಾನು?,Kannada
ಪುಸ್ತಕಗಳು ಈ,Kannada
ನಾನು ಬರೆದ,Kannada
ನೀವು ಆನು?,Kannada
ನಾನು ಹೇಳುವ!,Kannada
ನೀವು ಬಗ್ಗೆ ಈ,Kannada
ಅವನು ಅವನನ್ನು!,Kannada
ಹೇಗಿದ್ದೀರ ನೀವು,Kannada
ಇದು ನನ್ನ ಪ್ರಕಾರ?,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು,Kannada
ಹೇಳಿದನು ನಾನು?,Kannada
ನನ್ನ ಅವನು ಗೆಳೆಯ,Kannada
ನಿಮ್ಮ ಪಾಲಿಗೆ,Kannada
ನಾನು ನೀವು ಎಂದು,Kannada
ಈ ಬಗ್ಗೆ ನೀವು,Kannada
ಅವನು ಅವನನ್ನು?,Kannada
ನೀವು ನನಗೆ,Kannada
ನೀವು ಅಲ್ಲಿ?,Kannada
ಕನ್ನಡ ಇದು ಒಂದು ಸಂದೇಶ!,Kannada
ಈ ಪಾಠ ಕನ್ನಡ ಒಂದು!,Kannada
ಒಂದು ಇದು ಪ್ರಯೋಗ,Kannada
ಇದನ್ನು ಓದಿ ನೀವು!,Kannada
ಹೃದಯ ಇದು ನನ್ನ?,Kannada
ಈ ಪುಸ್ತಕ?,Kannada
ಗೆಳೆಯ ನನ್ನ ಅವನು!,Kannada
ಕೇಳುತ್ತೇನೆ ನಾನು?,Kannada
ನೀವು ಅಲ್ಲಿ,Kannada
ಏನು ನೀವು,Kannada
ಹೋಗಿ ನೀವು!,Kannada
ಕನ್ನಡ ಇದು ಸಂದೇಶ ಒಂದು?,Kannada
ನಾನು ಬಂದು ಮತ್ತೆ!,Kannada
ಒಂದು ಪಾಠ ಕನ್ನಡ ಈ?,Kannada
ನಾನು ಚೆನ್ನಾಗಿದ್ದೇನೆ!,Kannada
ಇದನ್ನು ಓದಿ ನೀವು?,Kannada
ಇದು ಹೃದಯ ನನ್ನ!,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು!,Kannada
ಬರೆದಿದೆ ನಾನು ನಿಮಗೆ!,Kannada
ಬರೆದ ನಾನು!,Kannada
ನಾನು ಹೋಗಿ!,Kannada
ನಾನು ಎಂದು ನೀವು?,Kannada
ಈ ನೀವು ಬಗ್ಗೆ,Kannada
ಅಲ್ಲಿ ನೀವು?,Kannada
ಅಲ್ಲಿ ನಾನು!,Kannada
ಕನ್ನಡ ಒಂದು ಇದು ಸಂದೇಶ!,Kannada
ನಾನು ಮತ್ತೆ ಬಂದು!,Kannada
ಒಂದು ಪ್ರಯೋಗ ಇದು,Kannada
ಇದು ಪ್ರಕಾರ ನನ್ನ,Kannada
ಯಾಕೆ ನಾವು?,Kannada
ನಾನು ಸಂತೋಷವಂತು,Kannada
ನನ್ನ ಹೃದಯ ಇದು,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು?,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ!,Kannada
ಹೋಗುವುದಿಲ್ಲ ನಾನು?,Kannada
ಹೇಳುವ ನಾನು,Kannada
ನೀವು ಎಂದು ನಾನು,Kannada
ನೀವು ಈ ಬಗ್ಗೆ?,Kannada
ನೀವು ಏನು,Kannada
ಅಲ್ಲಿ ನಾನು,Kannada
ಒಂದು ಕನ್ನಡ ಇದು ಸಂದೇಶ,Kannada
ಈ ಒಂದು ಕನ್ನಡ ಪಾಠ,Kannada
ನನ್ನ ಪ್ರಕಾರ ಇದು!,Kannada
ನೀವು ಇದನ್ನು ಓದಿ?,Kannada
ನನ್ನ ಹೃದಯ ಇದು?,Kannada
ನಾನು ನಿಮಗೆ?,Kannada
ಎಂದು ನಾನು ನೀವು,Kannada
ಬಗ್ಗೆ ನೀವು ಈ?,Kannada
ಸಂದೇಶ ಕನ್ನಡ ಇದು ಒಂದು?,Kannada
ಪ್ರಯೋಗ ಒಂದು ಇದು,Kannada
ಇದು ಪ್ರಕಾರ ನನ್ನ!,Kannada
ಓದಿ ಇದನ್ನು ನೀವು,Kannada
ನನ್ನ ಇದು ಹೃದಯ?,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು,Kannada
ನಿಮಗೆ ನಾನು ಬರೆದಿದೆ!,Kannada
ಎಂದು ನೀವು ನಾನು,Kannada
ಇದು ಒಂದು ಕನ್ನಡ ಸಂದೇಶ!,Kannada
ನಾನು ಬಂದು ಮತ್ತೆ?,Kannada
ಪಾಠ ಒಂದು ಈ ಕನ್ನಡ,Kannada
ಪ್ರಯೋಗ ಒಂದು ಇದು!,Kannada
ನಿಮಗೆ ಬರೆದಿದೆ ನಾನು!,Kannada
ನಾನು ನೀವು ಎಂದು?,Kannada
ನನ್ನನ್ನು ನೀವು!,Kannada
ಕನ್ನಡ ಇದು ಒಂದು ಸಂದೇಶ?,Kannada
ಒಂದು ಈ ಪಾಠ ಕನ್ನಡ,Kannada
ಪ್ರಯೋಗ ಇದು ಒಂದು?,Kannada
ನನ್ನ ಪ್ರಕಾರ ಇದು?,Kannada
ಸಂತೋಷವಂತು ನಾನು?,Kannada
ನೀವು ಮಾಡುತ್ತಿರುವಿರಿ ಏನು!,Kannada
ಗೆಳೆಯ ಅವನು ನನ್ನ,Kannada
ಈ ಪುಸ್ತಕಗಳು!,Kannada
ನೀವು ನಾನು ಎಂದು,Kannada
ಈ ನೀವು ಬಗ್ಗೆ!,Kannada
ಅವನನ್ನು ಅವನು!,Kannada
ಆನು ನಾನು,Kannada
ಇದು ಸಂದೇಶ ಕನ್ನಡ ಒಂದು,Kannada
ಬಂದು ಮತ್ತೆ ನಾನು?,Kannada
ಪಾಠ ಒಂದು ಕನ್ನಡ ಈ!,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ಏನು ನೀವು?,Kannada
ನಾನು ನಿಮಗೆ ಬರೆದಿದೆ,Kannada
ನನ್ನ ಅವನು ಗೆಳೆಯ!,Kannada
ಹೋಗಿ ನಾನು!,Kannada
ಏನು ನೀವು!,Kannada
ಸಂದೇಶ ಇದು ಕನ್ನಡ ಒಂದು?,Kannada
ಪ್ರಯೋಗ ಇದು ಒಂದು,Kannada
ನಾನು ಏಕೆಂದರೆ!,Kannada
ಓದಿ ನೀವು ಇದನ್ನು!,Kannada
ಪುಸ್ತಕ ಈ?,Kannada
ಬಗ್ಗೆ ನೀವು ಈ!,Kannada
ಮಾಡಿದ್ದೇನೆ ನಾನು?,Kannada
ಒಂದು ಕನ್ನಡ ಇದು ಸಂದೇಶ!,Kannada
ಪಾಠ ಒಂದು ಈ ಕನ್ನಡ?,Kannada
ನೀವು ಇದನ್ನು ಓದಿ,Kannada
ಕೇಳುತ್ತೇನೆ ನಾನು!,Kannada
ಹೋಗಿ ನಾನು,Kannada
ಎಂದು ನಾನು ನೀವು?,Kannada
ಈ ಒಂದು ಕನ್ನಡ ಪಾಠ?,Kannada
ಒಂದು ಇದು ಪ್ರಯೋಗ!,Kannada
ಪ್ರಕಾರ ಇದು ನನ್ನ,Kannada
ಇದನ್ನು ನೀವು ಓದಿ!,Kannada
ಹೃದಯ ಇದು ನನ್ನ,Kannada
ಬರೆದಿದೆ ನಿಮಗೆ ನಾನು?,Kannada
ಎಂದು ನೀವು ನಾನು!,Kannada
ಇದು ಕನ್ನಡ ಸಂದೇಶ ಒಂದು!,Kannada
ಬಂದು ನಾನು ಮತ್ತೆ?,Kannada
ಒಂದು ಕನ್ನಡ ಪಾಠ ಈ!,Kannada
ನನ್ನ ಹೃದಯ ಇದು!,Kannada
ಏನು ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು?,Kannada
ಸಂದೇಶ ಕನ್ನಡ ಇದು ಒಂದು!,Kannada
ಪಾಠ ಈ ಒಂದು ಕನ್ನಡ,Kannada
ನನ್ನ ಇದು ಪ್ರಕಾರ,Kannada
ನನ್ನ ಇದು ಹೃದಯ!,Kannada
ಬರೆದಿದೆ ನಿಮಗೆ ನಾನು!,Kannada
ಅವನು ನನ್ನ ಗೆಳೆಯ?,Kannada
ನಾನು ಬಂದು ಮತ್ತೆ,Kannada
ಕನ್ನಡ ಈ ಪಾಠ ಒಂದು!,Kannada
ಇದು ಒಂದು ಪ್ರಯೋಗ,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು ಏನು,Kannada
ಆನು ನೀವು?,Kannada
ಬಗ್ಗೆ ನೀವು ಈ,Kannada
ಒಂದು ಕನ್ನಡ ಇದು ಸಂದೇಶ?,Kannada
ಇದು ನನ್ನ ಹೃದಯ?,Kannada
ನನ್ನ ಗೆಳೆಯ ಅವನು?,Kannada
ಒಂದು ಇದು ಸಂದೇಶ ಕನ್ನಡ?,Kannada
ಬಂದು ಮತ್ತೆ ನಾನು,Kannada
ನನ್ನ ಪ್ರಕಾರ ಇದು,Kannada
ಓದಿ ಇದನ್ನು ನೀವು!,Kannada
ಹೃದಯ ನನ್ನ ಇದು!,Kannada
ಇದು ಒಂದು ಸಂದೇಶ ಕನ್ನಡ!,Kannada
ಕನ್ನಡ ಈ ಪಾಠ ಒಂದು?,Kannada
ಪ್ರಕಾರ ನನ್ನ ಇದು!,Kannada
ನಾನು ಬರೆದಿದೆ ನಿಮಗೆ,Kannada
ನೀವು ಈ ಬಗ್ಗೆ!,Kannada
ನನಗೆ ನೀವು?,Kannada
ಈ ಪಾಠ ಕನ್ನಡ ಒಂದು,Kannada
ನೀವು ಹೇಗಿದ್ದೀರ!,Kannada
ಒಂದು ಪ್ರಯೋಗ ಇದು!,Kannada
ನನ್ನ ಇದು ಪ್ರಕಾರ?,Kannada
ನಾನು ನಿಮಗೆ ಬರೆದಿದೆ?,Kannada
ಈ ಬಗ್ಗೆ ನೀವು!,Kannada
ಮತ್ತೆ ಬಂದು ನಾನು!,Kannada
ಪಾಠ ಕನ್ನಡ ಈ ಒಂದು,Kannada
ನಿಮಗೆ ಬರೆದಿದೆ ನಾನು,Kannada
ಗೆಳೆಯ ನನ್ನ ಅವನು,Kannada
ಸಂದೇಶ ಇದು ಒಂದು ಕನ್ನಡ?,Kannada
ಪಾಠ ಒಂದು ಈ ಕನ್ನಡ!,Kannada
ಹೋಗುವುದಿಲ್ಲ ನಾನು,Kannada
ಕನ್ನಡ ಇದು ಸಂದೇಶ ಒಂದು!,Kannada
ನಾನು ಮತ್ತೆ ಬಂದು,Kannada
ಕನ್ನಡ ಒಂದು ಈ ಪಾಠ,Kannada
ನೀವು ಏನು ಮಾಡುತ್ತಿರುವಿರಿ!,Kannada
ನಿಮಗೆ ನಾನು ಬರೆದಿದೆ,Kannada
ಸಂದೇಶ ಇದು ಒಂದು ಕನ್ನಡ!,Kannada
ಈ ಒಂದು ಪಾಠ ಕನ್ನಡ?,Kannada
ನೀವು ಓದಿ ಇದನ್ನು?,Kannada
ಕನ್ನಡ ಒಂದು ಪಾಠ ಈ!,Kannada
ಕನ್ನಡ ಸಂದೇಶ ಇದು ಒಂದು,Kannada
ಒಂದು ಪಾಠ ಈ ಕನ್ನಡ?,Kannada
ಇದು ಒಂದು ಪ್ರಯೋಗ!,Kannada
ಮತ್ತೆ ಬಂದು ನಾನು?,Kannada
ನೀವು ನಾನು ಎಂದು!,Kannada
ಬಗ್ಗೆ ಈ ನೀವು?,Kannada
ಇದು ಕನ್ನಡ ಸಂದೇಶ ಒಂದು,Kannada
ಮತ್ತೆ ನಾನು ಬಂದು!,Kannada
ಮಾಡುತ್ತಿರುವಿರಿ ನೀವು ಏನು?,Kannada
ನೀವು ನನ್ನನ್ನು!,Kannada
ಸಂದೇಶ ಒಂದು ಇದು ಕನ್ನಡ?,Kannada
ಕನ್ನಡ ಪಾಠ ಒಂದು ಈ,Kannada
ಹೃದಯ ನನ್ನ ಇದು,Kannada
ಒಂದು ಸಂದೇಶ ಇದು ಕನ್ನಡ!,Kannada
ಪಾಠ ಕನ್ನಡ ಒಂದು ಈ?,Kannada
ಇದು ಒಂದು ಪ್ರಯೋಗ?,Kannada
ಇದನ್ನು ನೀವು ಓದಿ?,Kannada
ನಾನು ಬರೆದಿದೆ ನಿಮಗೆ?,Kannada
ಬಗ್ಗೆ ಈ ನೀವು!,Kannada
ಪಾಠ ಒಂದು ಕನ್ನಡ ಈ?,Kannada
ಇದು ಸಂದೇಶ ಒಂದು ಕನ್ನಡ!,Kannada
ಒಂದು ಪಾಠ ಕನ್ನಡ ಈ,Kannada
ಒಂದು ಪಾಠ ಈ ಕನ್ನಡ!,Kannada
ಇದನ್ನು ಓದಿ ನೀವು,Kannada
ನೀವು ಏನು ಮಾಡುತ್ತಿರುವಿರಿ?,Kannada
ಈ ನೀವು ಬಗ್ಗೆ?,Kannada
ಎಂದು ನಾನು ನೀವು!,Kannada
தமிழ் செய்தி ஒரு இது,Tamil
இந்த தமிழ் ஒரு பாடம்?,Tamil
நீங்கள் பற்றி இதை,Tamil
இது தமிழ் செய்தி ஒரு,Tamil
தமிழ் இந்த ஒரு பாடம்?,Tamil
இதயம் என் இது,Tamil
இது செய்தி ஒரு தமிழ்?,Tamil
பற்றி இதை நீங்கள்,Tamil
இது ஒரு தமிழ் செய்தி!,Tamil
எப்படி இருக்கிறீர்கள் நீங்கள்,Tamil
இது ஒரு தமிழ் செய்தி,Tamil
தமிழ் ஒரு பாடம் இந்த,Tamil
ஒரு தமிழ் இது செய்தி?,Tamil
ஒரு பாடம் இந்த தமிழ்?,Tamil
மகிழ்ச்சியாக இருக்கிறேன் நான்!,Tamil
என் இதயம் இது!,Tamil
செய்தி தமிழ் ஒரு இது?,Tamil
தமிழ் இந்த ஒரு பாடம்!,Tamil
உங்களுக்காக நான் எழுதினேன்?,Tamil
ஒரு செய்தி தமிழ் இது?,Tamil
தமிழ் ஒரு இந்த பாடம்?,Tamil
தமிழ் ஒரு செய்தி இது?,Tamil
பாடம் ஒரு தமிழ் இந்த,Tamil
இந்த ஒரு பாடம் தமிழ்?,Tamil
நீங்கள் இருக்கிறீர்கள் எப்படி?,Tamil
இந்த புத்தகம்!,Tamil
இந்த பாடம் ஒரு தமிழ்,Tamil
என்ன செய்கிறீர்கள் நீங்கள்!,Tamil
ஒரு இந்த தமிழ் பாடம்?,Tamil
செய்தி ஒரு இது தமிழ்!,Tamil
செய்கிறீர்கள் நீங்கள் என்ன!,Tamil
இந்த ஒரு பாடம் தமிழ்,Tamil
நான் என்று நீங்கள்?,Tamil
ஒரு இது செய்தி தமிழ்?,Tamil
பாடம் இந்த ஒரு தமிழ்?,Tamil
இது என் கருத்து,Tamil
నేను కోసం మీ రాశాను!,Telugu
ఒక తెలుగు ఇది సందేశం,Telugu
ఎలా మీరు ఉన్నారు?,Telugu
సంతోషంగా నేను ఉన్నాను?,Telugu
నేను రాశాను కోసం మీ!,Telugu
సందేశం ఒక ఇది తెలుగు!,Telugu
నేను కోసం మీ రాశాను?,Telugu
ఒక తెలుగు సందేశం ఇది?,Telugu
ఇది ప్రయోగం ఒక,Telugu
చదవండి దీన్ని మీరు?,Telugu
కోసం నేను రాశాను మీ!,Telugu
మీ కోసం నేను రాశాను,Telugu
తెలుగు ఇది సందేశం ఒక,Telugu
రాశాను నేను కోసం మీ,Telugu
తెలుగు ఒక సందేశం ఇది!,Telugu
రాశాను కోసం నేను మీ,Telugu
సందేశం తెలుగు ఇది ఒక?,Telugu
నేను మీ రాశాను కోసం?,Telugu
సంతోషంగా ఉన్నాను నేను,Telugu
మీ నేను రాశాను కోసం?,Telugu
ఒక సందేశం ఇది తెలుగు?,Telugu
ప్రయోగం ఇది ఒక!,Telugu
మీ రాశాను నేను కోసం?,Telugu
సందేశం ఒక ఇది తెలుగు,Telugu
నా ఇది అభిప్రాయం?,Telugu
తెలుగు సందేశం ఇది ఒక,Telugu
నేను కోసం రాశాను మీ?,Telugu
తెలుగు ఇది సందేశం ఒక?,Telugu
తెలుగు ఒక సందేశం ఇది?,Telugu
నేను ఉన్నాను సంతోషంగా!,Telugu
మీ కోసం రాశాను నేను!,Telugu
ఇది ఒక తెలుగు సందేశం?,Telugu
పాఠం తెలుగు ఈ,Telugu
రాశాను మీ కోసం నేను,Telugu
తెలుగు సందేశం ఒక ఇది!,Telugu
మీ రాశాను కోసం నేను,Telugu
నేను బాగా ఉన్నాను?,Telugu
ಸಂದೇಶ ಇದು ಒಂದು ಕನ್ನಡ,Kannada
ಒಂದು ಈ ಕನ್ನಡ ಪಾಠ!,Kannada
ಪ್ರಕಾರ ಇದು ನನ್ನ?,Kannada
ಪ್ರಕಾರ ನನ್ನ ಇದು,Kannada
ಒಂದು ಇದು ಕನ್ನಡ ಸಂದೇಶ!,Kannada
ಕನ್ನಡ ಒಂದು ಪಾಠ ಈ?,Kannada
ಸಂದೇಶ ಒಂದು ಕನ್ನಡ ಇದು!,Kannada
ಒಂದು ಪಾಠ ಕನ್ನಡ ಈ!,Kannada
ಸಂದೇಶ ಒಂದು ಕನ್ನಡ ಇದು?,Kannada
ನನ್ನ ಅವನು ಗೆಳೆಯ?,Kannada
ಕನ್ನಡ ಸಂದೇಶ ಒಂದು ಇದು!,Kannada
ಅವನು ಗೆಳೆಯ ನನ್ನ!,Kannada
ಈ ಕನ್ನಡ ಪಾಠ ಒಂದು?,Kannada
ಒಂದು ಸಂದೇಶ ಕನ್ನಡ ಇದು?,Kannada
ಒಂದು ಈ ಕನ್ನಡ ಪಾಠ?,Kannada
ಕನ್ನಡ ಸಂದೇಶ ಇದು ಒಂದು!,Kannada
ಪಾಠ ಈ ಕನ್ನಡ ಒಂದು?,Kannada
ಇದು ಪ್ರಕಾರ ನನ್ನ?,Kannada
ಈ ಪಾಠ ಒಂದು ಕನ್ನಡ!,Kannada
ಇದು ಪ್ರಯೋಗ ಒಂದು!,Kannada
ಇದು ಒಂದು ಸಂದೇಶ ಕನ್ನಡ?,Kannada
ಇದು ಹೃದಯ ನನ್ನ?,Kannada
ಕನ್ನಡ ಪಾಠ ಈ ಒಂದು!,Kannada
ಇದು ಒಂದು ಕನ್ನಡ ಸಂದೇಶ,Kannada
ఇది ఒక తెలుగు సందేశం,Telugu
ಇದು ನನ್ನ ಹೃದಯ,Kannada
